relative_path,filename,suggested_family,duplicate_group_size,size_bytes,source_commit,review_status
SourceAssets/Animations/Raw/Unverified/Standing Walk Right.fbx,Standing Walk Right.fbx,locomotion,3,399312,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Standing Yell (1).fbx,Standing Yell (1).fbx,other,4,724400,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Standing Yell (2).fbx,Standing Yell (2).fbx,other,4,724400,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Standing Yell (3).fbx,Standing Yell (3).fbx,other,4,754240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Standing Yell.fbx,Standing Yell.fbx,other,4,798112,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Standing.fbx,Standing.fbx,other,3,547088,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Start Bicycle Sit Up.fbx,Start Bicycle Sit Up.fbx,interaction,1,815120,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Start Climbing Ladder.fbx,Start Climbing Ladder.fbx,locomotion,1,473072,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Start Jumping Jacks.fbx,Start Jumping Jacks.fbx,locomotion,1,357744,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Start Plank.fbx,Start Plank.fbx,other,1,707072,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Start Swinging.fbx,Start Swinging.fbx,other,1,495792,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Start Walking (1).fbx,Start Walking (1).fbx,locomotion,2,396288,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Start Walking Backwards.fbx,Start Walking Backwards.fbx,locomotion,1,491616,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Start Walking.fbx,Start Walking.fbx,locomotion,2,564192,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stealth Assassination (1).fbx,Stealth Assassination (1).fbx,other,2,885984,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stealth Assassination.fbx,Stealth Assassination.fbx,other,2,886512,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Step Backward.fbx,Step Backward.fbx,other,1,329840,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Step Hip Hop Dance.fbx,Step Hip Hop Dance.fbx,dance,1,756432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stepping Backward (1).fbx,Stepping Backward (1).fbx,other,2,411728,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stepping Backward.fbx,Stepping Backward.fbx,other,2,411728,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stepping Forward.fbx,Stepping Forward.fbx,other,1,425232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stepping Left.fbx,Stepping Left.fbx,other,1,427968,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stomach Hit.fbx,Stomach Hit.fbx,combat,1,360432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stomp.fbx,Stomp.fbx,other,1,454752,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stop Jumping Jacks.fbx,Stop Jumping Jacks.fbx,locomotion,1,384736,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stop Walking (1).fbx,Stop Walking (1).fbx,locomotion,2,571040,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stop Walking With Rifle.fbx,Stop Walking With Rifle.fbx,combat,1,493344,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stop Walking.fbx,Stop Walking.fbx,locomotion,2,505152,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafe (1).fbx,Strafe (1).fbx,locomotion,5,349632,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafe (2).fbx,Strafe (2).fbx,locomotion,5,313920,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafe (3).fbx,Strafe (3).fbx,locomotion,5,349632,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafe (4).fbx,Strafe (4).fbx,locomotion,5,357728,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafe Right (1).fbx,Strafe Right (1).fbx,locomotion,3,384736,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafe Right (2).fbx,Strafe Right (2).fbx,locomotion,3,435456,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafe Right Stop.fbx,Strafe Right Stop.fbx,locomotion,1,495360,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafe Right.fbx,Strafe Right.fbx,locomotion,3,424224,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafe.fbx,Strafe.fbx,locomotion,5,357728,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (1).fbx,Strafing (1).fbx,other,13,375120,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (10).fbx,Strafing (10).fbx,other,13,379664,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (11).fbx,Strafing (11).fbx,other,13,355040,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (12).fbx,Strafing (12).fbx,other,13,358096,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (2).fbx,Strafing (2).fbx,other,13,379520,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (3).fbx,Strafing (3).fbx,other,13,365840,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (4).fbx,Strafing (4).fbx,other,13,375120,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (5).fbx,Strafing (5).fbx,other,13,444672,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (6).fbx,Strafing (6).fbx,other,13,360000,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (7).fbx,Strafing (7).fbx,other,13,467424,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (8).fbx,Strafing (8).fbx,other,13,359360,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing (9).fbx,Strafing (9).fbx,other,13,371376,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing Jump.fbx,Strafing Jump.fbx,locomotion,1,414432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strafing.fbx,Strafing.fbx,other,13,365840,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strangling (1).fbx,Strangling (1).fbx,other,2,1576864,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strangling.fbx,Strangling.fbx,other,2,1576864,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strike Foward Jog.fbx,Strike Foward Jog.fbx,locomotion,1,410656,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stroke Hand Gesture (1).fbx,Stroke Hand Gesture (1).fbx,social,2,418752,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stroke Hand Gesture.fbx,Stroke Hand Gesture.fbx,social,2,418752,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stroke Nodding.fbx,Stroke Nodding.fbx,other,1,395536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strong Gesture.fbx,Strong Gesture.fbx,social,1,454064,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Struck In Head.fbx,Struck In Head.fbx,other,1,747168,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Strut Walking.fbx,Strut Walking.fbx,locomotion,1,379344,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stumble Backwards.fbx,Stumble Backwards.fbx,other,1,605232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stunned.fbx,Stunned.fbx,other,1,506448,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Stylish Flip.fbx,Stylish Flip.fbx,other,1,505152,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sumo High Pull (1).fbx,Sumo High Pull (1).fbx,interaction,3,476640,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sumo High Pull (2).fbx,Sumo High Pull (2).fbx,interaction,3,406880,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sumo High Pull.fbx,Sumo High Pull.fbx,interaction,3,716832,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Superhuman Choke Lift.fbx,Superhuman Choke Lift.fbx,other,1,707504,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Surprise Uppercut (1).fbx,Surprise Uppercut (1).fbx,other,3,603440,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Surprise Uppercut (2).fbx,Surprise Uppercut (2).fbx,other,3,603440,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Surprise Uppercut.fbx,Surprise Uppercut.fbx,other,3,666704,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Surprised.fbx,Surprised.fbx,other,1,716832,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swatting Bugs.fbx,Swatting Bugs.fbx,other,1,802560,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sweep Fall.fbx,Sweep Fall.fbx,locomotion,1,546736,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swimming To Edge.fbx,Swimming To Edge.fbx,locomotion,1,655536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swing Dancing (1).fbx,Swing Dancing (1).fbx,other,4,1719280,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swing Dancing (2).fbx,Swing Dancing (2).fbx,other,4,2076224,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swing Dancing (3).fbx,Swing Dancing (3).fbx,other,4,526976,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swing Dancing.fbx,Swing Dancing.fbx,other,4,706368,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swing Into Wall.fbx,Swing Into Wall.fbx,other,1,603936,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swing To Land (1).fbx,Swing To Land (1).fbx,locomotion,3,497024,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swing To Land (2).fbx,Swing To Land (2).fbx,locomotion,3,474912,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swing To Land.fbx,Swing To Land.fbx,locomotion,3,508928,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swinging (1).fbx,Swinging (1).fbx,other,3,486256,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swinging (2).fbx,Swinging (2).fbx,other,3,486256,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Swinging.fbx,Swinging.fbx,other,3,539168,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield 180 Turn (1).fbx,Sword And Shield 180 Turn (1).fbx,combat,2,330736,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield 180 Turn.fbx,Sword And Shield 180 Turn.fbx,combat,2,329216,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Attack (1).fbx,Sword And Shield Attack (1).fbx,combat,5,392048,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Attack (2).fbx,Sword And Shield Attack (2).fbx,combat,5,437760,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Attack (3).fbx,Sword And Shield Attack (3).fbx,combat,5,490032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Attack (4).fbx,Sword And Shield Attack (4).fbx,combat,5,346544,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Attack.fbx,Sword And Shield Attack.fbx,combat,5,392048,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Block (1).fbx,Sword And Shield Block (1).fbx,combat,2,317952,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Block Idle.fbx,Sword And Shield Block Idle.fbx,combat,1,414432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Block.fbx,Sword And Shield Block.fbx,combat,2,309744,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Casting (1).fbx,Sword And Shield Casting (1).fbx,combat,2,362208,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Casting.fbx,Sword And Shield Casting.fbx,combat,2,503536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Crouch Block (1).fbx,Sword And Shield Crouch Block (1).fbx,combat,2,428464,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Crouch Block Idle.fbx,Sword And Shield Crouch Block Idle.fbx,combat,1,425232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Crouch Block.fbx,Sword And Shield Crouch Block.fbx,combat,2,328032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Crouch Idle.fbx,Sword And Shield Crouch Idle.fbx,combat,1,452448,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Crouch.fbx,Sword And Shield Crouch.fbx,combat,1,309136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Crouching (1).fbx,Sword And Shield Crouching (1).fbx,combat,3,329328,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Crouching (2).fbx,Sword And Shield Crouching (2).fbx,combat,3,314544,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Crouching.fbx,Sword And Shield Crouching.fbx,combat,3,384736,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Death (1).fbx,Sword And Shield Death (1).fbx,combat,2,579216,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Death.fbx,Sword And Shield Death.fbx,combat,2,449536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Idle (1).fbx,Sword And Shield Idle (1).fbx,combat,3,734096,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Idle (2).fbx,Sword And Shield Idle (2).fbx,combat,3,748688,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Idle.fbx,Sword And Shield Idle.fbx,combat,3,552320,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Impact (1).fbx,Sword And Shield Impact (1).fbx,combat,4,322192,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Impact (2).fbx,Sword And Shield Impact (2).fbx,combat,4,341536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Impact (3).fbx,Sword And Shield Impact (3).fbx,combat,4,341536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Impact.fbx,Sword And Shield Impact.fbx,combat,4,346864,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Jump.fbx,Sword And Shield Jump.fbx,combat,1,358240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Kick.fbx,Sword And Shield Kick.fbx,combat,1,379872,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Power Up.fbx,Sword And Shield Power Up.fbx,combat,1,454944,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Run.fbx,Sword And Shield Run.fbx,combat,1,319936,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Slash (1).fbx,Sword And Shield Slash (1).fbx,combat,3,607040,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Slash (2).fbx,Sword And Shield Slash (2).fbx,combat,3,398240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Slash.fbx,Sword And Shield Slash.fbx,combat,3,376592,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Strafe (1).fbx,Sword And Shield Strafe (1).fbx,combat,4,368528,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Strafe (2).fbx,Sword And Shield Strafe (2).fbx,combat,4,332352,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Strafe (3).fbx,Sword And Shield Strafe (3).fbx,combat,4,319168,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Strafe.fbx,Sword And Shield Strafe.fbx,combat,4,355040,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Turn (1).fbx,Sword And Shield Turn (1).fbx,combat,3,338832,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Turn (2).fbx,Sword And Shield Turn (2).fbx,combat,3,338832,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Turn.fbx,Sword And Shield Turn.fbx,combat,3,338832,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Walk (1).fbx,Sword And Shield Walk (1).fbx,combat,2,367200,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword And Shield Walk.fbx,Sword And Shield Walk.fbx,combat,2,384416,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword Fight One (1).fbx,Sword Fight One (1).fbx,combat,2,783488,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Sword Fight One.fbx,Sword Fight One.fbx,combat,2,985840,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/T-Pose.fbx,T-Pose.fbx,other,1,268960,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taken Hostage - Victim.fbx,Taken Hostage - Victim.fbx,other,1,500832,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taken Hostage - Villain.fbx,Taken Hostage - Villain.fbx,other,1,473840,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taking A Pill.fbx,Taking A Pill.fbx,other,1,438192,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taking Cover Idle.fbx,Taking Cover Idle.fbx,idle,1,444384,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taking Cover.fbx,Taking Cover.fbx,other,1,448016,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taking Item.fbx,Taking Item.fbx,other,1,646848,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking (1).fbx,Talking (1).fbx,social,6,636368,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking (2).fbx,Talking (2).fbx,social,6,665968,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking (3).fbx,Talking (3).fbx,social,6,794960,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking (4).fbx,Talking (4).fbx,social,6,577936,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking (5).fbx,Talking (5).fbx,social,6,688032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking At Watercooler (1).fbx,Talking At Watercooler (1).fbx,social,2,3143536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking At Watercooler.fbx,Talking At Watercooler.fbx,social,2,3143536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking On A Cell Phone.fbx,Talking On A Cell Phone.fbx,interaction,1,2942880,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking On Phone.fbx,Talking On Phone.fbx,interaction,1,3311664,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking Phone Pacing (1).fbx,Talking Phone Pacing (1).fbx,interaction,2,3722928,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking Phone Pacing.fbx,Talking Phone Pacing.fbx,interaction,2,3722928,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Talking.fbx,Talking.fbx,social,6,721792,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taunt (1).fbx,Taunt (1).fbx,other,4,393776,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taunt (2).fbx,Taunt (2).fbx,other,4,663920,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taunt (3).fbx,Taunt (3).fbx,other,4,701712,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taunt Gesture (1).fbx,Taunt Gesture (1).fbx,social,2,460768,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taunt Gesture.fbx,Taunt Gesture.fbx,social,2,460768,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Taunt.fbx,Taunt.fbx,other,4,626400,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Teeter (1).fbx,Teeter (1).fbx,other,2,575536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Teeter Transition.fbx,Teeter Transition.fbx,interaction,1,353952,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Teeter.fbx,Teeter.fbx,other,2,411728,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Telling A Secret.fbx,Telling A Secret.fbx,other,1,1118560,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Tender Placement (1).fbx,Tender Placement (1).fbx,other,2,1005888,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Tender Placement.fbx,Tender Placement.fbx,other,2,990656,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Texting And Walking.fbx,Texting And Walking.fbx,locomotion,1,584000,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Texting While Standing.fbx,Texting While Standing.fbx,other,1,2202208,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Texting.fbx,Texting.fbx,other,1,1729072,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Thankful.fbx,Thankful.fbx,other,1,603440,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Thinking.fbx,Thinking.fbx,other,1,636256,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Thoughtful Head Nod.fbx,Thoughtful Head Nod.fbx,other,1,595872,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Thoughtful Head Shake.fbx,Thoughtful Head Shake.fbx,other,1,610992,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Threatening.fbx,Threatening.fbx,interaction,1,661392,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Thriller Idle.fbx,Thriller Idle.fbx,idle,1,656032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Thriller Part 1.fbx,Thriller Part 1.fbx,other,1,2761680,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Thriller Part 2.fbx,Thriller Part 2.fbx,other,1,1869200,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Thriller Part 3 (1).fbx,Thriller Part 3 (1).fbx,other,2,2407264,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Thriller Part 3.fbx,Thriller Part 3.fbx,other,2,2407264,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Thriller Part 4.fbx,Thriller Part 4.fbx,other,1,3388944,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Throw Grenade (1).fbx,Throw Grenade (1).fbx,combat,2,656352,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Throw Grenade.fbx,Throw Grenade.fbx,combat,2,627504,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Throw In.fbx,Throw In.fbx,other,1,577616,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Throw Object.fbx,Throw Object.fbx,other,1,706720,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Throwing Dice.fbx,Throwing Dice.fbx,other,1,601824,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Thrust Slash.fbx,Thrust Slash.fbx,other,1,557264,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Tonic Seizure.fbx,Tonic Seizure.fbx,other,1,973872,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Toss Grenade.fbx,Toss Grenade.fbx,combat,1,619872,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Transition.fbx,Transition.fbx,interaction,1,348512,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Treading Water.fbx,Treading Water.fbx,other,1,561312,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Treadmill Running.fbx,Treadmill Running.fbx,locomotion,1,959392,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Tripping (1).fbx,Tripping (1).fbx,other,3,501376,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Tripping (2).fbx,Tripping (2).fbx,other,3,576976,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Tripping.fbx,Tripping.fbx,other,3,501376,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Troca 1.fbx,Troca 1.fbx,other,1,721792,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turn 90 Left.fbx,Turn 90 Left.fbx,locomotion,1,344240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turn 90 Right (1).fbx,Turn 90 Right (1).fbx,locomotion,2,345216,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turn 90 Right.fbx,Turn 90 Right.fbx,locomotion,2,345200,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turn Left (1).fbx,Turn Left (1).fbx,locomotion,3,369072,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turn Left (2).fbx,Turn Left (2).fbx,locomotion,3,363136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turn Left 45 Degrees.fbx,Turn Left 45 Degrees.fbx,locomotion,1,391760,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turn Left.fbx,Turn Left.fbx,locomotion,3,369072,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turn Right.fbx,Turn Right.fbx,locomotion,1,330736,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turn To Knocked Unconscious.fbx,Turn To Knocked Unconscious.fbx,locomotion,1,679072,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turn To Running.fbx,Turn To Running.fbx,locomotion,1,433008,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turning (1).fbx,Turning (1).fbx,locomotion,2,560240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turning Right 45 Degrees (1).fbx,Turning Right 45 Degrees (1).fbx,locomotion,2,374480,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turning Right 45 Degrees.fbx,Turning Right 45 Degrees.fbx,locomotion,2,483552,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Turning Right 90 Degrees.fbx,Turning Right 90 Degrees.fbx,locomotion,1,527616,b50b5b2,license-review-required
